Gene_names,log2FoldChange,padj
gene-HMPREF1261_RS08380,0.61787868480986,3.12541305222164E-08
gene-HMPREF1261_RS11025,0.617156763422386,0.249982316083624
gene-HMPREF1261_RS05780,0.615970744786279,1.4351936902856E-13
gene-HMPREF1261_RS02210,0.61557241380097,0.609610290975534
gene-HMPREF1261_RS07775,0.612343630194388,1.19449704559882E-08
gene-HMPREF1261_RS01315,0.609620754443196,1.26320542854257E-08
gene-HMPREF1261_RS03165,0.609616031402141,0.018188404034211
gene-HMPREF1261_RS08220,0.608763961519998,1.16881463576438E-16
gene-HMPREF1261_RS07645,0.60796939138197,8.00099773273281E-23
gene-HMPREF1261_RS08710,0.607421266455872,1.49712498619802E-08
gene-HMPREF1261_RS11895,0.605577408572736,6.75064068673551E-10
gene-HMPREF1261_RS04175,0.604267720236197,0.00654968351158
gene-HMPREF1261_RS00890,0.603727483417244,9.63549668004946E-10
gene-HMPREF1261_RS07160,0.603458356510099,1.85601534977282E-11
gene-HMPREF1261_RS07745,0.601951447836892,9.76062294493435E-11
gene-HMPREF1261_RS01580,0.597574799669008,5.79770423420202E-10
gene-HMPREF1261_RS12975,0.597136063141719,0.682819190132589
gene-HMPREF1261_RS07090,0.595979730665864,3.78238570044783E-09
gene-HMPREF1261_RS02500,0.594860268889683,1.85601534977282E-11
gene-HMPREF1261_RS10390,0.594710069824063,5.28734285992339E-11
gene-HMPREF1261_RS10335,0.594701801396989,0.028658546133446
gene-HMPREF1261_RS13295,0.594515743459986,6.89370703180081E-12
gene-HMPREF1261_RS10440,0.59057831502226,0.000340409381259
gene-HMPREF1261_RS00125,0.590119056672439,2.0865421362602E-07
gene-HMPREF1261_RS12685,0.58866186925855,0.478338072743564
gene-HMPREF1261_RS01420,0.588221502117142,2.00934758377783E-16
gene-HMPREF1261_RS01020,0.587976763858736,1.30405886940115E-08
gene-HMPREF1261_RS00600,0.586369634574753,1.16703484445803E-09
gene-HMPREF1261_RS02430,0.586264577711316,1.52756446331144E-09
gene-HMPREF1261_RS07470,0.585599779592262,0.001671770999664
gene-HMPREF1261_RS11855,0.585495427428476,1.98562011224655E-05
gene-HMPREF1261_RS03880,0.585092848437156,1.56756542123111E-07
gene-HMPREF1261_RS02385,0.584890646188592,2.61055535675811E-11
gene-HMPREF1261_RS03455,0.58318366935549,1.31969717395868E-13
gene-HMPREF1261_RS07625,0.582587991525967,1.36852334224304E-07
gene-HMPREF1261_RS07850,0.579663776658906,0.000248754026868
gene-HMPREF1261_RS01655,0.579202756091177,0.000380451918999
gene-HMPREF1261_RS11440,0.578823949108706,2.92807627533441E-15
gene-HMPREF1261_RS03465,0.578085539776059,8.04281686832467E-15
gene-HMPREF1261_RS03505,0.576813847494763,7.19760874183177E-14
gene-HMPREF1261_RS08715,0.575931991737369,3.60193834914313E-15
gene-HMPREF1261_RS11985,0.575596127713899,1.25334126715639E-09
gene-HMPREF1261_RS05890,0.574849194709706,0.018806509349832
gene-HMPREF1261_RS05355,0.573501996864381,0.036570652898684
gene-HMPREF1261_RS10965,0.572612794358041,0.000264087441916
gene-HMPREF1261_RS01115,0.572033856928343,1.85016644780969E-14
gene-HMPREF1261_RS05410,0.569475260061565,3.76126321483579E-14
gene-HMPREF1261_RS03970,0.567705855156271,2.68373417035373E-06
gene-HMPREF1261_RS04265,0.567452230750029,3.72947020235354E-08
gene-HMPREF1261_RS12500,0.566907518769444,0.000176792054707
gene-HMPREF1261_RS06890,0.566759139278329,0.00040634027575
gene-HMPREF1261_RS03325,0.565123849693078,8.15378705761205E-14
gene-HMPREF1261_RS02490,0.563828366318693,0.000105384984765
gene-HMPREF1261_RS06700,0.563520770544211,1.67670524689868E-09
gene-HMPREF1261_RS04745,0.563021043667754,2.08307677668517E-08
gene-HMPREF1261_RS09885,0.562543289906219,2.97214247153549E-10
gene-HMPREF1261_RS10845,0.561953471054224,4.37732969008385E-05
gene-HMPREF1261_RS11165,0.561472140956251,0.16751397663552
gene-HMPREF1261_RS06440,0.558821452779545,1.17050691599166E-09
gene-HMPREF1261_RS11710,0.558157279828572,1.7434456062286E-11
gene-HMPREF1261_RS11885,0.557846498378987,4.99414210343306E-16
gene-HMPREF1261_RS01395,0.557315713153868,3.14455208862003E-11
gene-HMPREF1261_RS06080,0.555146881421323,0.00590025115956
gene-HMPREF1261_RS00740,0.554977198389567,2.87685755623731E-12
gene-HMPREF1261_RS07945,0.554474733036503,0.003700628437142
gene-HMPREF1261_RS10090,0.554176076493933,1.5249498185671E-05
gene-HMPREF1261_RS00880,0.55243604226499,0.011775180630227
gene-HMPREF1261_RS11695,0.552417259539922,5.07872504138792E-12
gene-HMPREF1261_RS03340,0.550428753738819,4.57306734466176E-08
gene-HMPREF1261_RS03835,0.549194599821204,6.16012599011319E-06
gene-HMPREF1261_RS12565,0.548736273934112,7.26487184671616E-06
gene-HMPREF1261_RS02780,0.547720842986246,0.002047256094907
gene-HMPREF1261_RS11840,0.547626389410255,5.94241535824448E-16
gene-HMPREF1261_RS06225,0.54658539172292,2.52627126240649E-16
gene-HMPREF1261_RS07540,0.546228577648305,3.89538517873308E-05
gene-HMPREF1261_RS06110,0.545338668437193,4.37618555776487E-10
gene-HMPREF1261_RS12020,0.543760091008746,0.000896447346548
gene-HMPREF1261_RS02535,0.542084489258692,6.75935159467864E-14
gene-HMPREF1261_RS08625,0.541234997417183,2.37938623606105E-07
gene-HMPREF1261_RS05525,0.540421739351993,5.05762068864586E-16
gene-HMPREF1261_RS01850,0.540172312764778,2.88568121318767E-05
gene-HMPREF1261_RS07100,0.536120403625335,4.20083127815864E-06
gene-HMPREF1261_RS02745,0.533640094292553,2.09437321786821E-08
gene-HMPREF1261_RS08530,0.53353656968591,1.231766929433E-12
gene-HMPREF1261_RS08270,0.532491703683785,1.7878382325309E-09
gene-HMPREF1261_RS10545,0.529694878066426,3.28280041045209E-07
gene-HMPREF1261_RS01945,0.526617586236793,6.96080687587748E-10
gene-HMPREF1261_RS02895,0.526597323637523,1.00072792713259E-08
gene-HMPREF1261_RS01460,0.52568597118921,5.72014737470177E-10
gene-HMPREF1261_RS01120,0.525124484855053,6.46614268823926E-06
gene-HMPREF1261_RS11095,0.52493798358056,0.693885795354819
gene-HMPREF1261_RS10840,0.524728233002242,5.32722749629003E-06
gene-HMPREF1261_RS08420,0.523143815054809,4.45259816154256E-10
gene-HMPREF1261_RS02265,0.522380888997062,0.190938740352588
gene-HMPREF1261_RS10530,0.522035585243689,0.448430014889216
gene-HMPREF1261_RS02245,0.521277993909875,0.219492442850195
gene-HMPREF1261_RS08750,0.521179922140415,2.55579659750148E-09
gene-HMPREF1261_RS01485,0.520816350907595,2.27911781327084E-06
gene-HMPREF1261_RS06000,0.520725593641576,0.000514301035326
gene-HMPREF1261_RS00580,0.520174504736968,0.000399274526846
gene-HMPREF1261_RS02860,0.520146071386411,6.87646518973209E-07
gene-HMPREF1261_RS01875,0.517049526923986,4.37761105820845E-10
gene-HMPREF1261_RS00780,0.515421257809403,3.13775410116261E-06
gene-HMPREF1261_RS07185,0.513483242445547,9.18442225518588E-12
gene-HMPREF1261_RS09765,0.513025412154782,0.021459420200241
gene-HMPREF1261_RS09530,0.512668735429369,0.005785674047146
gene-HMPREF1261_RS05650,0.512010961911495,4.02479339776576E-10
gene-HMPREF1261_RS06690,0.511250067288593,8.15061820375548E-05
gene-HMPREF1261_RS13320,0.510701691187087,0.447597395403991
gene-HMPREF1261_RS07610,0.507460102441774,3.40511403326932E-05
gene-HMPREF1261_RS12870,0.505842902582495,0.018894997382961
gene-HMPREF1261_RS05725,0.505709932673024,0.001596949741887
gene-HMPREF1261_RS02060,0.503485842498132,0.379526067615687
gene-HMPREF1261_RS09300,0.502805369735623,0.000140493934328
gene-HMPREF1261_RS09555,0.501430700662483,2.4485638339895E-06
gene-HMPREF1261_RS10020,0.500989096736659,0.002952315947576
gene-HMPREF1261_RS10705,0.499149832677817,2.24910535254304E-10
gene-HMPREF1261_RS08880,0.496151817194627,2.29753396191609E-13
gene-HMPREF1261_RS04245,0.496118053154189,0.000266440302943
gene-HMPREF1261_RS02445,0.495879960226666,0.000111724827915
gene-HMPREF1261_RS10455,0.495339636455777,1.85543495813015E-09
gene-HMPREF1261_RS00045,0.493774763583697,0.822268859521653
gene-HMPREF1261_RS00050,0.493774763583697,0.822268859521653
gene-HMPREF1261_RS00065,0.493774763583697,0.822268859521653
gene-HMPREF1261_RS00285,0.493774763583697,0.822268859521653
gene-HMPREF1261_RS02425,0.493774763583697,0.822268859521653
gene-HMPREF1261_RS05880,0.493774763583697,0.822268859521653
gene-HMPREF1261_RS06010,0.493774763583697,0.822268859521653
gene-HMPREF1261_RS06105,0.493774763583697,0.822268859521653
gene-HMPREF1261_RS06120,0.493774763583697,0.822268859521653
gene-HMPREF1261_RS08460,0.493774763583697,0.822268859521653
gene-HMPREF1261_RS08465,0.493774763583697,0.822268859521653
gene-HMPREF1261_RS09370,0.493774763583697,0.822268859521653
gene-HMPREF1261_RS09810,0.493774763583697,0.822268859521653
gene-HMPREF1261_RS11610,0.493774763583697,0.822268859521653
gene-HMPREF1261_RS11620,0.493774763583697,0.822268859521653
gene-HMPREF1261_RS13215,0.493774763583697,0.822268859521653
gene-HMPREF1261_RS01190,0.492770038097372,0.012912303432009
gene-HMPREF1261_RS08035,0.492333815585697,2.57001554822025E-07
gene-HMPREF1261_RS02240,0.490453254941907,0.038549514182269
gene-HMPREF1261_RS01490,0.490335421424987,2.2241476600284E-06
gene-HMPREF1261_RS07960,0.49023775177496,0.084610247363107
gene-HMPREF1261_RS00930,0.489926406849229,5.44973207728125E-11
gene-HMPREF1261_RS02310,0.489915767041215,0.080977211816301
gene-HMPREF1261_RS10310,0.488792885902901,0.003608376405091
gene-HMPREF1261_RS06560,0.487520111466582,0.009697314426597
gene-HMPREF1261_RS08730,0.485579036996913,4.46112497336323E-08
gene-HMPREF1261_RS11545,0.482275212529392,3.1034521819695E-05
gene-HMPREF1261_RS00595,0.479747969377668,1.74041430040102E-07
gene-HMPREF1261_RS09090,0.477640560293432,3.22997219199255E-07
gene-HMPREF1261_RS07025,0.477587190454623,0.690150458948004
gene-HMPREF1261_RS06200,0.473605868332225,0.000237266332826
gene-HMPREF1261_RS10830,0.471249607676361,1.30253610171226E-09
gene-HMPREF1261_RS03785,0.470538114243807,0.125623993053847
gene-HMPREF1261_RS03690,0.469665118799,0.022629826797174
gene-HMPREF1261_RS09195,0.469603120500266,9.92334570531702E-10
gene-HMPREF1261_RS02905,0.469540614567337,0.000511588671463
gene-HMPREF1261_RS07340,0.469201382449209,2.20873300832832E-08
gene-HMPREF1261_RS11060,0.468918335870827,0.478070382781316
gene-HMPREF1261_RS02030,0.466871842790678,0.045944776035466
gene-HMPREF1261_RS03225,0.466658020680417,0.005800547318682
gene-HMPREF1261_RS05580,0.466540985282303,2.6733675154935E-07
gene-HMPREF1261_RS05850,0.466245710414036,9.91633904969839E-09
gene-HMPREF1261_RS04820,0.465801810583602,8.91911747483563E-06
gene-HMPREF1261_RS05015,0.465063092056055,1.42143585882971E-08
gene-HMPREF1261_RS03955,0.464191304956277,0.004101099691333
gene-HMPREF1261_RS08330,0.463866746909237,1.86608596360082E-07
gene-HMPREF1261_RS12750,0.462151823625884,0.340819808662259
gene-HMPREF1261_RS03380,0.459849248770777,0.000227400543944
gene-HMPREF1261_RS11550,0.457570418685868,9.20499052903223E-08
gene-HMPREF1261_RS10995,0.456874747048369,0.459241412011383
gene-HMPREF1261_RS10860,0.456136689781778,1.65017739281305E-06
gene-HMPREF1261_RS10160,0.455424287165578,3.35968222155756E-07
gene-HMPREF1261_RS01000,0.452816619085659,0.001525974298851
gene-HMPREF1261_RS00185,0.451466564048152,0.000269947008961
gene-HMPREF1261_RS10095,0.451137451058262,1.31201782440642E-06
gene-HMPREF1261_RS09900,0.448990722613759,0.000409992081726
gene-HMPREF1261_RS06425,0.448405492579558,1.6830122207253E-08
gene-HMPREF1261_RS07195,0.447664799956671,0.000124253228747
gene-HMPREF1261_RS04480,0.446980807431963,4.69135584221523E-06
gene-HMPREF1261_RS08810,0.446854562880182,0.03971454150866
gene-HMPREF1261_RS11655,0.446520140156463,9.54738885074829E-10
gene-HMPREF1261_RS07325,0.444225476863876,0.007694443377172
gene-HMPREF1261_RS11150,0.443791296709432,0.000504783384641
gene-HMPREF1261_RS11800,0.443779000734103,0.021522934740149
gene-HMPREF1261_RS03470,0.44264700013063,3.91877328088443E-08
gene-HMPREF1261_RS00230,0.441471921406607,0.064194702238079
gene-HMPREF1261_RS00180,0.441300283550428,4.47906885399501E-05
gene-HMPREF1261_RS01595,0.44017188130828,1.58149077955258E-06
gene-HMPREF1261_RS01865,0.439040951071455,0.047219216153298
gene-HMPREF1261_RS02995,0.438489467989628,6.09490185751191E-05
gene-HMPREF1261_RS02705,0.437779974671082,3.42003607760009E-05
gene-HMPREF1261_RS02880,0.43771005028281,0.002104647460564
gene-HMPREF1261_RS07780,0.437476641355892,0.002851927934895
gene-HMPREF1261_RS07620,0.435218136976363,9.01396748034179E-05
gene-HMPREF1261_RS07135,0.434982773063938,2.83866291987439E-09
gene-HMPREF1261_RS12340,0.434795606040104,0.000434803521494
gene-HMPREF1261_RS02565,0.43440458817913,4.53135898487628E-05
gene-HMPREF1261_RS02955,0.43396189258475,0.000199893966637
gene-HMPREF1261_RS01355,0.433394903476472,0.302512167690384
gene-HMPREF1261_RS05210,0.431747192315025,3.15095722492828E-05
gene-HMPREF1261_RS00130,0.430634778580933,2.28410273593262E-05
gene-HMPREF1261_RS03560,0.430255793136717,4.60812788771395E-05
gene-HMPREF1261_RS00190,0.429731585633251,0.027178119672657
gene-HMPREF1261_RS06815,0.428423526375652,0.009462569889427
gene-HMPREF1261_RS12715,0.427677968975526,0.011410063728074
gene-HMPREF1261_RS01380,0.425563123103324,0.033876602563164
gene-HMPREF1261_RS05545,0.424959649628773,0.00347887925288
gene-HMPREF1261_RS10955,0.423384090092839,0.007234622565383
gene-HMPREF1261_RS04020,0.423212241798588,0.056385337461204
gene-HMPREF1261_RS08125,0.422665714637284,7.07080315915668E-09
gene-HMPREF1261_RS00710,0.422390685509632,0.033158012803143
gene-HMPREF1261_RS06165,0.422215041957792,1.37407815378376E-07
gene-HMPREF1261_RS03230,0.422087746565159,0.130821821807765
gene-HMPREF1261_RS05560,0.421227034923983,0.011869340029203
gene-HMPREF1261_RS09700,0.418967377133324,6.72845446452076E-07
gene-HMPREF1261_RS03850,0.417971456593409,8.20707035429893E-05
gene-HMPREF1261_RS13310,0.417792387653995,0.1950993188027
gene-HMPREF1261_RS02435,0.417069223857595,0.002221123956537
gene-HMPREF1261_RS04035,0.415433995660713,0.000171687909638
gene-HMPREF1261_RS10215,0.415071805024913,3.87848682649026E-06
gene-HMPREF1261_RS08295,0.414523453771521,3.01342302870986E-09
gene-HMPREF1261_RS06300,0.41349246282491,0.000884591642428
gene-HMPREF1261_RS07845,0.412151131704023,0.204713874118849
gene-HMPREF1261_RS11065,0.411926993831254,0.369828723777072
gene-HMPREF1261_RS13285,0.411303097756505,0.103867469837044
gene-HMPREF1261_RS02635,0.410912176880399,0.216497228543289
gene-HMPREF1261_RS03435,0.410807008744348,9.47097931454118E-06
gene-HMPREF1261_RS07085,0.408611414299741,5.30466833632003E-05
gene-HMPREF1261_RS07190,0.407892755744763,1.36572807592844E-06
gene-HMPREF1261_RS03580,0.407873270954608,0.001762335059363
gene-HMPREF1261_RS09965,0.40404668767977,3.47148816782309E-06
gene-HMPREF1261_RS08790,0.400038448240148,1.92133915767804E-08
gene-HMPREF1261_RS08115,0.399498395837536,4.93883446823032E-05
gene-HMPREF1261_RS07040,0.398518749812687,3.22532456317834E-05
gene-HMPREF1261_RS05495,0.398349636667737,2.43378946820233E-07
gene-HMPREF1261_RS04435,0.398286816224223,0.000155187367776
gene-HMPREF1261_RS09725,0.397704938243048,0.010389129991809
gene-HMPREF1261_RS07485,0.397298558005939,3.89414946453417E-05
gene-HMPREF1261_RS00315,0.396344741222304,0.203916348025475
gene-HMPREF1261_RS03010,0.396326978005804,0.032498494464718
gene-HMPREF1261_RS10450,0.394513392352345,1.50507082109999E-07
gene-HMPREF1261_RS07300,0.391308660592282,0.003967022969077
gene-HMPREF1261_RS12450,0.390966421111513,0.088690343985194
gene-HMPREF1261_RS05835,0.390401481051388,0.013055267398553
gene-HMPREF1261_RS01805,0.389619025562548,2.67092732720491E-05
gene-HMPREF1261_RS11350,0.389087677579512,1.17009175130477E-06
gene-HMPREF1261_RS04690,0.38833662973985,0.222366417534723
gene-HMPREF1261_RS06285,0.386742585977462,0.000509951855236
gene-HMPREF1261_RS08780,0.385937205390178,2.39764796979576E-06
gene-HMPREF1261_RS07255,0.384771040775373,0.000175668678483
gene-HMPREF1261_RS06570,0.38369818363403,0.00311821394481
gene-HMPREF1261_RS00835,0.38323856086211,0.060470796435169
gene-HMPREF1261_RS05205,0.381977604180846,0.004007627444282
gene-HMPREF1261_RS06350,0.379875560679473,5.69592261097526E-06
gene-HMPREF1261_RS02495,0.37949729056717,5.62320843283608E-05
gene-HMPREF1261_RS11465,0.379332581569916,2.6733675154935E-07
gene-HMPREF1261_RS02515,0.378262252935506,4.15210544853802E-08
gene-HMPREF1261_RS10585,0.377867454166794,0.000615256422527
gene-HMPREF1261_RS10960,0.377858970976812,0.012890775560554
gene-HMPREF1261_RS10435,0.377801896738249,0.027099044196477
gene-HMPREF1261_RS02300,0.377503178281983,0.174987880058854
gene-HMPREF1261_RS08110,0.376832663748034,1.85556327035432E-06
gene-HMPREF1261_RS03605,0.375490886093776,1.68855797118843E-07
gene-HMPREF1261_RS07005,0.375230181596126,0.000118087761703
gene-HMPREF1261_RS02475,0.374812332516663,0.277033756910742
gene-HMPREF1261_RS10220,0.374557410270136,4.00346956949535E-05
gene-HMPREF1261_RS07055,0.374044768374203,3.98244633964049E-09
gene-HMPREF1261_RS00910,0.3736029137496,2.72544548050533E-06
gene-HMPREF1261_RS09135,0.371289962857617,1.10014686874459E-07
gene-HMPREF1261_RS12630,0.36985116193232,0.636226042985058
gene-HMPREF1261_RS05750,0.369331776821558,6.27125594308717E-05
gene-HMPREF1261_RS05970,0.369068623470908,0.037578849834664
gene-HMPREF1261_RS06790,0.368861878677832,0.066286206663614
gene-HMPREF1261_RS08675,0.368314580967503,4.63806289456459E-06
gene-HMPREF1261_RS12730,0.366342906318895,0.411531476125036
gene-HMPREF1261_RS08230,0.363098471594347,4.99281656778351E-05
gene-HMPREF1261_RS08360,0.36215933742592,0.002812158035384
gene-HMPREF1261_RS05310,0.36163472633624,0.006354362640935
gene-HMPREF1261_RS10060,0.361606413826432,2.12360746393737E-06
gene-HMPREF1261_RS10905,0.361259961024104,0.455475041266814
gene-HMPREF1261_RS12885,0.360413801712377,0.832755402816742
gene-HMPREF1261_RS10120,0.360001468790553,0.000642529210106
gene-HMPREF1261_RS09960,0.359536802631938,1.30495794525864E-05
gene-HMPREF1261_RS09560,0.35854139437424,0.000187060218005
gene-HMPREF1261_RS10270,0.357734445734424,0.041404433211293
gene-HMPREF1261_RS10055,0.356346291930016,0.002100550501234
gene-HMPREF1261_RS03975,0.35586287565403,0.00013527465825
gene-HMPREF1261_RS00570,0.354194347493946,0.355466279475732
gene-HMPREF1261_RS01685,0.353955391173506,6.07417469543354E-06
gene-HMPREF1261_RS09380,0.35258990737405,0.004338948503054
gene-HMPREF1261_RS00485,0.352349711899815,0.002124725686234
gene-HMPREF1261_RS13195,0.352202523156374,0.420707640551089
gene-HMPREF1261_RS05790,0.351657145780695,0.006897126223013
gene-HMPREF1261_RS07165,0.351416184766288,2.15898575944488E-05
gene-HMPREF1261_RS11845,0.349505829812545,0.011336312040568
gene-HMPREF1261_RS08090,0.349444467402688,0.00036353461616
gene-HMPREF1261_RS06255,0.349320567543333,8.74286438953989E-06
gene-HMPREF1261_RS01450,0.349099056619595,4.15136162926853E-06
gene-HMPREF1261_RS01925,0.344906807260028,0.000194225988355
gene-HMPREF1261_RS11200,0.344368509086756,0.002933818559116
gene-HMPREF1261_RS02065,0.343895120577167,0.14133961301029
gene-HMPREF1261_RS10475,0.343019562842353,0.000200127357936
gene-HMPREF1261_RS13300,0.342595027193968,0.429178226097337
gene-HMPREF1261_RS02045,0.342035598764956,0.533659538800646
gene-HMPREF1261_RS05875,0.340059386347309,1.24327792792572E-05
gene-HMPREF1261_RS11345,0.340006059923283,0.000273974679345
gene-HMPREF1261_RS12805,0.33921628017828,0.343367767281117
gene-HMPREF1261_RS01600,0.338820509350175,0.451255304755743
gene-HMPREF1261_RS03790,0.33821093489926,0.006585884391934
gene-HMPREF1261_RS06955,0.33682858163801,0.002160370669749
gene-HMPREF1261_RS02440,0.335996781360264,0.00450049142164
gene-HMPREF1261_RS01310,0.334934206771664,0.000972173852619
gene-HMPREF1261_RS06090,0.334175887119648,0.063086080436447
gene-HMPREF1261_RS06755,0.333430052274909,0.001051678782707
gene-HMPREF1261_RS03650,0.330232637047812,4.71101060560863E-06
gene-HMPREF1261_RS07080,0.329092891885567,5.41566502647535E-05
gene-HMPREF1261_RS02260,0.327357130119968,0.381307311625036
gene-HMPREF1261_RS05565,0.326652101498788,0.000508572075638
gene-HMPREF1261_RS03215,0.326343019814503,0.001091049724471
gene-HMPREF1261_RS01390,0.32528411247118,0.030425376854696
gene-HMPREF1261_RS05125,0.322765538537959,1.3893032324017E-05
gene-HMPREF1261_RS10835,0.322447120707883,8.16809002274029E-05
gene-HMPREF1261_RS12050,0.322426955586071,0.010189608393652
gene-HMPREF1261_RS11415,0.321480953897355,0.004939449527487
gene-HMPREF1261_RS08865,0.320514619777927,0.000565663947167
gene-HMPREF1261_RS05870,0.320492779053706,1.77512190318204E-05
gene-HMPREF1261_RS03845,0.31971594787797,0.048759992504564
gene-HMPREF1261_RS04195,0.318584624715218,0.03486168724867
gene-HMPREF1261_RS02730,0.318162068364979,0.000456406091898
gene-HMPREF1261_RS02230,0.31772097849033,0.556984363372374
gene-HMPREF1261_RS10725,0.316702833023162,0.307448193993239
gene-HMPREF1261_RS02715,0.316090204901713,0.061608535442393
gene-HMPREF1261_RS02020,0.314906752990152,0.151397609725281
gene-HMPREF1261_RS10560,0.314132354324958,0.000664204860311
gene-HMPREF1261_RS08225,0.313690820142169,0.012237861501941
gene-HMPREF1261_RS10700,0.312035380256665,0.071928992870396
gene-HMPREF1261_RS07710,0.311936634484963,3.1034521819695E-05
gene-HMPREF1261_RS06545,0.310239810017658,0.006000509949111
gene-HMPREF1261_RS05065,0.309885585201801,0.728413326579635
gene-HMPREF1261_RS02270,0.309790673614122,0.735115795876719
gene-HMPREF1261_RS12135,0.309369316640265,0.001441499070886
gene-HMPREF1261_RS07925,0.308671580216686,6.79923548396028E-06
gene-HMPREF1261_RS08170,0.308104261935118,0.007717870397104
gene-HMPREF1261_RS09075,0.307778133840519,0.027079411415411
gene-HMPREF1261_RS11485,0.30772791275756,8.68707573367017E-05
gene-HMPREF1261_RS02630,0.306107897256665,0.383117891003787
gene-HMPREF1261_RS05800,0.302632868311496,0.018250697847868
gene-HMPREF1261_RS00985,0.301287559620491,0.081190720081035
gene-HMPREF1261_RS12075,0.300671700095012,0.000345240474572
gene-HMPREF1261_RS08705,0.300439837977748,0.009178766154201
gene-HMPREF1261_RS02555,0.299115868007935,0.309715945586842
gene-HMPREF1261_RS11880,0.298619176775397,0.144526534748121
gene-HMPREF1261_RS12970,0.298593729336735,0.727632102260369
gene-HMPREF1261_RS02105,0.298557311963933,0.354810266403595
gene-HMPREF1261_RS04210,0.298494056427643,0.449380786800684
gene-HMPREF1261_RS01700,0.298228469132856,0.000139273775094
gene-HMPREF1261_RS07900,0.298221614881235,0.000815890204365
gene-HMPREF1261_RS08825,0.297724405172322,0.006802063156553
gene-HMPREF1261_RS06575,0.296408886662485,0.13305494729182
gene-HMPREF1261_RS09140,0.296085774173096,0.00034702253449
gene-HMPREF1261_RS10225,0.296007724982264,0.665527524179603
gene-HMPREF1261_RS02235,0.295406988155481,0.096029414750753
gene-HMPREF1261_RS10130,0.294673477524367,0.017450305182592
gene-HMPREF1261_RS09590,0.294412664339142,0.018698453894627
gene-HMPREF1261_RS13050,0.292799361898984,0.043775028464486
gene-HMPREF1261_RS08700,0.292306283234581,0.005637075875751
gene-HMPREF1261_RS09280,0.290577337640478,0.006070812964366
gene-HMPREF1261_RS08550,0.290443151303963,0.002040005118943
gene-HMPREF1261_RS11555,0.290324984986525,0.025600245786007
gene-HMPREF1261_RS09245,0.290307504757382,0.000332615527956
gene-HMPREF1261_RS09760,0.289808388356446,0.007904870662438
gene-HMPREF1261_RS01565,0.289507576515611,0.028975361213311
gene-HMPREF1261_RS09580,0.289321356939473,0.016967686175134
gene-HMPREF1261_RS12065,0.289010053652219,0.325828305805479
gene-HMPREF1261_RS03575,0.288436911286932,0.007390341728648
gene-HMPREF1261_RS12365,0.288188529375592,0.691622180825853
gene-HMPREF1261_RS04925,0.288010379638189,0.001512933749361
gene-HMPREF1261_RS04440,0.287611396099237,0.000706080832745
gene-HMPREF1261_RS07580,0.287047695643281,0.202019671486992
gene-HMPREF1261_RS11320,0.2863828556699,0.000130579426319
gene-HMPREF1261_RS11455,0.286311524028614,9.40914713853849E-05
gene-HMPREF1261_RS07510,0.28532601690397,0.000141038990027
gene-HMPREF1261_RS09840,0.283656708234058,0.025070804817615
gene-HMPREF1261_RS00010,0.283625291082667,0.031382625371771
gene-HMPREF1261_RS10940,0.282282033482561,0.335516386120745
gene-HMPREF1261_RS12840,0.281983133204148,0.868494549822477
gene-HMPREF1261_RS11175,0.281596051023478,0.007390341728648
gene-HMPREF1261_RS07790,0.280751177398593,0.016356029944377
gene-HMPREF1261_RS13290,0.280575587993411,0.241929471251393
gene-HMPREF1261_RS01350,0.279883349822091,0.075525024733883
gene-HMPREF1261_RS01125,0.278961616648136,0.091640539489032
gene-HMPREF1261_RS06220,0.278533216066128,0.005725429641061
gene-HMPREF1261_RS02910,0.276278289806615,0.361836256857841
gene-HMPREF1261_RS09410,0.275182558825875,0.023007682777143
gene-HMPREF1261_RS00535,0.274871326194881,0.00019219270892
gene-HMPREF1261_RS03915,0.274505210531481,0.028658546133446
gene-HMPREF1261_RS03540,0.272838912618538,0.733769976262221
gene-HMPREF1261_RS02775,0.272153329853108,0.639170625695906
gene-HMPREF1261_RS00915,0.272044980836634,8.69441867813792E-05
gene-HMPREF1261_RS08915,0.270516868448612,4.89361415752622E-05
gene-HMPREF1261_RS11745,0.270356863625746,0.186713799727246
gene-HMPREF1261_RS03490,0.269477162914527,0.032867875324202
gene-HMPREF1261_RS00700,0.269474681014675,0.000419887320811
gene-HMPREF1261_RS12360,0.268795815398874,0.099106644549135
gene-HMPREF1261_RS03750,0.268633497748718,0.021215444871769
gene-HMPREF1261_RS02865,0.268534251673419,0.058291208086284
gene-HMPREF1261_RS13120,0.268296149417285,0.469374570101316
gene-HMPREF1261_RS00790,0.267883393024178,0.000402972945687
gene-HMPREF1261_RS12435,0.26777987773579,0.595996932763897
gene-HMPREF1261_RS07920,0.266770136518441,0.000878568300706
gene-HMPREF1261_RS09055,0.266677399520219,0.002438646217616
gene-HMPREF1261_RS09750,0.266542114902613,0.006411418900508
gene-HMPREF1261_RS02710,0.265389916761382,0.090308094412313
gene-HMPREF1261_RS12590,0.264559184245731,0.701626164187932
gene-HMPREF1261_RS00810,0.26385349792135,0.013967792166048
gene-HMPREF1261_RS06160,0.263378375502042,0.000229448858908
gene-HMPREF1261_RS10340,0.262054353787866,0.316163481942152
gene-HMPREF1261_RS04615,0.259490934122368,0.278812611223897
gene-HMPREF1261_RS11310,0.259216222507528,0.008029302399282
gene-HMPREF1261_RS00490,0.257656751682781,0.094105056706685
